sub;pass;activity;math;cluster
4393;1;-1832;-1221;57
4394;1;74;623;57
4395;1;-972;-202;57
4396;1;-0,52;-2057;57
4397;1;-562;-2023;57
4398;0;623;-1288;57
4399;1;145;0,49;57
4400;0;784;1344;57
4401;1;1302;129;57
4402;1;1141;-164;57
4403;1;-1105;-789;57
4404;0;108;561;57
4405;1;-1084;-318;57
4406;1;356;-1074;57
4407;0;1434;-864;57
4408;0;-0,92;1148;57
4409;1;145;-382;57
4410;1;1512;976;57
4411;1;-0,06;-1743;57
4412;1;-354;-1609;57
4413;1;92;-728;57
4414;0;471;1,42;57
4415;1;1513;-1086;57
4416;0;922;63;58
4417;0;-788;-691;58
4418;1;873;1275;58
4419;0;-205;688;58
4420;0;-229;-852;58
4421;0;277;-1532;58
4422;0;369;-81;58
4423;0;511;-389;58
4424;0;-753;733;58
4425;0;1104;-1545;58
4426;0;-1188;-1807;58
4427;0;-1357;-1423;58
4428;0;-1119;-686;58
4429;1;-441;1354;58
4430;0;786;976;58
4431;1;1958;239;58
4432;0;55;1393;58
4433;0;-802;347;58
4434;0;986;-512;58
4435;1;-238;459;58
4436;0;-1375;317;58
4437;0;-731;-1262;58
4438;0;1028;-65;58
4439;0;-1846;1341;58
4440;0;894;-89;58
4441;0;-471;-1386;58
4442;0;443;-221;58
4443;0;-1743;509;58
4444;0;729;-585;58
4445;1;997;141;58
4446;0;-127;-425;58
4447;0;-0,68;-889;58
4448;0;-454;-646;58
4449;1;319;1089;58
4450;0;-784;791;58
4451;0;0,11;0,5;58
4452;0;245;221;58
4453;0;-1578;-586;58
4454;0;-783;-0,75;58
4455;1;-732;322;58
4456;0;69;1235;58
4457;0;-755;181;58
4458;1;564;1834;58
4459;0;-917;962;58
4460;0;-1,45;-1307;58
4461;1;1331;-221;58
4462;0;0,81;-902;58
4463;0;303;-2811;58
4464;1;366;1,27;58
4465;1;112;277;58
4466;0;211;-878;58
4467;1;-79;-1738;59
4468;1;-1727;649;59
4469;1;-1221;569;59
4470;1;-245;-982;59
4471;0;1384;-1489;59
4472;1;125;-915;59
4473;1;-1928;-33;59
4474;1;967;-0,1;59
4475;1;462;724;59
4476;0;-1,08;2519;59
4477;1;-372;255;59
4478;0;-1,57;552;59
4479;1;-2576;775;59
4480;1;2275;-161;59
4481;1;0,75;1,56;59
4482;1;-728;1823;59
4483;0;137;-978;59
4484;1;-1393;-1228;59
4485;1;-317;618;59
4486;1;-1347;704;59
4487;1;0,31;-1346;59
4488;1;763;-597;59
4489;1;-231;-209;59
4490;0;-1731;2,17;59
4491;1;-243;0,39;59
4492;1;-1114;99;59
4493;1;-1103;855;59
4494;1;-1207;291;59
4495;1;-964;-249;59
4496;1;1133;-236;59
4497;1;39;1442;59
4498;1;1,13;789;59
4499;1;-2;381;59
4500;1;-28;55;59
4501;1;171;904;59
4502;0;-1202;-126;59
4503;1;-2,18;372;59
4504;1;185;-837;59
4505;1;0,9;-411;59
4506;1;355;-1594;59
4507;1;-316;-202;59
4508;1;335;321;59
4509;0;-2221;-378;59
4510;1;-588;746;59
4511;1;-0,32;198;59
4512;0;-0,13;1584;59
4513;1;459;-105;59
4514;1;-201;-1638;59
4515;1;-332;-31;59
4516;1;-123;2,02;59
4517;1;-0,82;-696;59
4518;1;-1037;-759;59
4519;0;0,89;-1003;59
4520;1;-1648;-786;59
4521;1;2711;-398;59
4522;0;-743;1203;59
4523;1;-417;-1399;59
4524;1;1148;911;59
4525;1;-0,52;-337;59
4526;1;1267;106;59
4527;0;-257;-2052;59
4528;0;-168;158;59
4529;1;-425;-499;60
4530;0;-653;406;60
4531;0;-31;-789;60
4532;0;-1363;838;60
4533;0;337;-1015;60
4534;1;-165;614;60
4535;0;-0,21;1372;60
4536;0;531;-663;60
4537;0;191;-1561;60
4538;0;352;73;60
4539;1;305;1321;60
4540;0;-362;0,24;60
4541;0;91;184;60
4542;0;389;-1428;60
4543;0;1,76;-1411;60
4544;0;418;-1387;60
4545;0;-79;-443;60
4546;0;-475;-1046;60
4547;0;107;-605;60
4548;0;481;187;60
4549;1;1117;1273;60
4550;0;762;55;60
4551;0;177;-1368;60
4552;0;79;-2401;60
4553;1;956;-0,21;60
4554;0;634;-1,79;60
4555;0;531;-0,51;60
4556;0;-851;153;60
4557;0;-1315;-1332;60
4558;0;-1591;-1263;60
4559;0;366;489;60
4560;0;-84;1155;60
4561;0;-1981;684;60
4562;0;-12;-441;60
4563;0;594;-1,02;60
4564;1;-187;463;60
4565;1;-0,48;493;60
4566;0;1564;-1979;60
4567;0;407;159;60
4568;0;-237;-526;60
4569;0;652;-148;60
4570;0;317;-0,73;60
4571;1;-401;884;60
4572;0;-1707;-693;60
4573;0;-264;-42;60
4574;0;448;-1036;60
4575;0;-1037;1741;60
4576;0;-955;-892;60
4577;0;1166;-434;60
4578;0;86;-875;60
4579;1;1032;2607;60
4580;0;-761;-1,93;60
4581;1;-37;1593;60
4582;1;711;773;60
4583;1;1802;825;60
4584;1;1791;428;60
4585;1;629;553;60
4586;0;-459;468;60
4587;0;-215;-147;60
4588;0;971;-325;60
4589;0;2557;-1456;60
4590;0;-147;-396;60
4591;0;-644;909;60
4592;1;1,73;-45;60
4593;0;428;521;60
4594;0;473;-746;60
4595;1;-881;-843;60
4596;0;-1,13;708;60
4597;0;143;-0,92;60
4598;0;-151;-669;60
4599;0;-977;999;60
4600;1;213;561;60
4601;0;1954;63;60
4602;0;-129;426;60
4603;0;294;345;60
4604;0;-781;-0,11;60
4605;0;-1764;0,07;60
4606;0;-736;691;60
4607;0;-2058;-749;60
4608;0;354;1502;60
4609;0;-562;707;60
4610;0;-1626;114;60
4611;1;1119;302;60
4612;0;637;468;60
4613;0;-948;-0,73;60
4614;1;0,16;1015;60
4615;0;979;-899;60
4616;0;-568;-345;60
4617;0;-19;0,39;60
4618;1;1624;127;60
4619;0;-515;929;60
4620;1;2612;172;60
4621;0;-1491;-292;60
4622;1;-37;1114;60
4623;0;1;633;61
4624;0;1243;-727;61
4625;0;-69;-788;61
4626;0;-681;-845;61
4627;0;825;276;61
4628;0;-0,05;466;61
4629;0;615;-1346;61
4630;0;515;576;61
4631;1;131;0,59;61
4632;0;-1365;-0,87;61
4633;0;-3308;2004;61
4634;1;-257;1,31;61
4635;1;218;-305;61
4636;0;-641;-114;61
4637;0;-0,07;-1361;61
4638;0;-1074;489;61
4639;0;-916;728;61
4640;0;66;366;61
4641;0;-315;-393;61
4642;0;-2281;1199;61
4643;0;771;0,42;61
4644;0;-451;-1116;61
4645;0;-0,96;379;61
4646;0;1909;-805;61
4647;0;1523;-1391;61
4648;0;-2,14;-645;61
4649;0;0,08;658;61
4650;0;-1503;-465;61
4651;0;-1743;675;61
4652;0;-415;-929;61
4653;0;-638;-983;61
4654;0;677;1084;61
4655;1;1319;1857;61
4656;0;-1046;-1773;61
4657;0;181;566;61
4658;0;-635;641;61
4659;0;216;-1143;61
4660;0;-1705;0,2;61
4661;1;478;678;61
4662;1;1375;1446;61
4663;0;-674;-1583;61
4664;0;903;-373;61
4665;0;-898;848;61
4666;1;479;1431;61
4667;0;458;897;61
4668;1;-39;465;61
4669;0;-392;521;61
4670;0;-1228;-23;61
4671;0;-0,45;693;61
4672;0;-801;791;61
4673;0;-0,99;284;61
4674;0;-892;1183;61
4675;1;-609;1281;61
4676;0;1198;-128;61
4677;0;-957;169;61
4678;0;-266;416;61
4679;0;-61;-289;61
4680;0;-783;938;61
4681;0;164;-0,56;61
4682;0;-1453;-411;61
4683;0;-558;79;61
4684;0;-2239;388;61
4685;0;1491;511;61
4686;0;9;-457;61
4687;0;-46;919;61
4688;1;171;1209;61
4689;0;-0,15;-0,11;61
4690;1;83;255;61
4691;0;-587;-276;61
4692;1;327;657;61
4693;1;761;1171;61
4694;1;368;1098;61
4695;0;-1564;-141;61
4696;0;-1102;846;61
4697;0;-2596;-247;61
4698;0;-372;117;61
4699;0;-1204;-207;61
4700;0;1509;13;61
4701;1;1374;1628;61
4702;0;-1836;335;61
4703;0;-508;1824;61
4704;0;-24;1233;61
4705;1;1211;1,45;61
4706;1;379;805;61
4707;0;-1151;0,52;61
4708;0;-447;-1463;61
4709;1;158;-1501;62
4710;1;-713;412;62
4711;0;1,51;-989;62
4712;0;362;644;62
4713;1;-803;-0,01;62
4714;0;-697;-71;62
4715;1;363;554;62
4716;1;96;-501;62
4717;1;586;-2113;62
4718;1;564;1577;62
4719;0;-108;1668;62
4720;1;65;-1414;62
4721;1;181;0,08;62
4722;0;562;-1261;62
4723;1;-134;-1396;62
4724;1;1046;-0,87;62
4725;1;-1175;-657;62
4726;1;1059;-679;62
4727;1;-2115;0,17;62
4728;0;-1533;-189;62
4729;1;1006;-86;62
4730;1;953;1503;62
4731;1;-1338;-1505;62
4732;1;56;-2581;62
4733;1;-809;-1179;62
4734;0;-226;103;62
4735;0;307;-2037;62
4736;1;839;923;62
4737;1;0,06;862;62
4738;1;545;918;62
4739;1;491;-859;62
4740;1;1745;805;62
4741;0;-61;1631;62
4742;1;835;-698;62
4743;1;558;0,95;62
4744;0;-365;615;62
4745;1;767;-784;62
4746;1;748;0,18;62
4747;1;-1371;-852;62
4748;1;0,43;22;62
4749;1;-1249;-515;62
4750;1;1319;-843;62
4751;0;-677;-0,74;62
4752;1;1122;-614;62
4753;1;247;-478;62
4754;1;1004;-0,65;62
4755;1;-588;-367;62
4756;0;-506;295;62
4757;1;623;-93;62
4758;0;897;206;62
4759;1;1643;1,36;62
4760;0;-967;736;62
4761;1;49;0,52;62
4762;1;-3;-364;62
4763;1;193;1294;62
4764;1;-528;-621;62
4765;0;-686;1,29;62
4766;1;353;426;62
4767;0;-1592;76;62
4768;1;-265;-1824;62
4769;1;1429;-133;62
4770;1;1,6;-912;62
4771;1;33;795;62
4772;1;-2331;-894;62
4773;0;222;-1817;62
4774;1;1144;-0,77;62
4775;1;-476;31;62
4776;1;1,15;806;62
4777;1;491;-1,31;62
4778;1;1008;1812;62
4779;0;-477;-166;62
4780;1;127;-458;62
4781;1;-852;-353;62
4782;1;201;225;62
4783;1;-676;925;62
4784;1;1,77;707;62
4785;1;-638;-645;62
4786;0;-1214;839;62
4787;1;-1409;-737;62
4788;1;-579;-124;62
4789;1;-652;-28;62
4790;0;-1419;-0,51;62
4791;1;-794;-951;62
4792;1;-163;0,34;62
4793;1;-1276;13;62
4794;1;513;1013;62
4795;1;357;-0,24;62
4796;1;585;-2625;62
4797;1;-871;-923;62
4798;1;29;504;62
4799;1;668;2207;62
4800;1;277;989;62
4801;1;1361;-89;62
4802;1;1079;-647;62
4803;0;-23;-48;62
4804;1;28;-184;62
4805;0;1682;-825;63
4806;1;1947;51;63
4807;1;951;584;63
4808;1;-831;-1469;63
4809;0;-578;431;63
4810;1;2,02;-587;63
4811;1;209;0,03;63
4812;1;-452;-774;63
4813;0;638;76;63
4814;0;556;1,4;63
4815;0;-1094;0,32;63
4816;1;2123;0,33;63
4817;0;-886;1078;63
4818;1;-858;-1309;63
4819;0;91;0,07;63
4820;0;-1083;-381;63
4821;0;1049;1165;63
4822;1;2175;1324;63
4823;0;257;1565;63
4824;1;-375;-347;63
4825;0;-1989;-75;63
4826;0;73;-556;63
4827;1;-53;242;63
4828;0;307;1263;63
4829;1;762;-2487;63
4830;1;-922;-1,5;63
4831;0;0,66;1018;63
4832;1;-1028;-1158;63
4833;1;1504;838;63
4834;0;-1615;-48;63
4835;0;708;-0,32;63
4836;1;296;-1186;63
4837;1;-1131;-1044;63
4838;0;-1287;-139;63
4839;1;-1252;-607;63
4840;0;-2564;741;63
4841;0;-1077;863;63
4842;0;-23;1717;63
4843;0;-565;89;63
4844;0;-0,87;1074;63
4845;0;-0,7;-22;63
4846;0;-47;0,73;63
4847;0;-447;1009;63
4848;0;-351;-203;63
4849;0;-2349;1233;63
4850;1;1904;-131;63
4851;0;-0,74;-47;63
4852;0;-1898;-22;63
4853;1;-3;-1053;63
4854;0;36;643;63
4855;1;-1223;-1146;63
4856;1;384;146;63
4857;1;142;-6;63
4858;0;-6;241;63
4859;0;878;-75;63
4860;0;-694;1944;63
4861;1;508;-1229;63
4862;1;2,04;-3;63
4863;0;0,26;-55;63
4864;0;-43;25;63
4865;0;-1154;-85;63
4866;0;-933;335;63
4867;0;-1432;1536;63
4868;1;504;-1252;63
4869;1;-1207;-1664;63
4870;0;1279;449;63
4871;0;35;367;63
4872;0;399;338;63
4873;1;456;226;63
4874;0;-788;-336;63
4875;0;-81;393;63
4876;0;475;1,21;63
4877;0;-68;-1573;63
4878;0;2056;28;63
4879;0;-265;884;63
4880;0;1808;875;63
4881;1;1872;-466;63
4882;0;-225;906;63
4883;0;-25;-261;63
4884;0;-64;-579;63
4885;0;-725;2514;63
4886;1;1995;-1336;63
4887;1;-176;-1054;63
4888;0;928;989;63
4889;1;-811;-672;63
4890;0;443;-298;63
4891;0;694;-39;63
4892;0;1925;838;63
4893;1;744;-44;64
4894;1;199;1333;64
4895;1;339;-1391;64
4896;1;-136;761;64
4897;1;206;-285;64
4898;1;1124;-662;64
4899;1;539;154;64
4900;0;1,2;-1922;64
4901;1;-116;-961;64
4902;1;1789;-267;64
4903;1;1,27;1622;64
4904;0;-214;-892;64
4905;0;-498;-932;64
4906;1;-0,85;1658;64
4907;1;-1039;431;64
4908;1;-1169;1134;64
4909;1;267;989;64
4910;1;-0,21;-779;64
4911;0;439;-1056;64
4912;0;1677;-0,59;64
4913;0;-1199;13;64
4914;1;1429;91;64
4915;1;-1367;-171;64
4916;1;858;1418;64
4917;1;471;-651;64
4918;0;-0,67;-1,92;64
4919;1;1193;-181;64
4920;1;-205;0,67;64
4921;1;-665;13;64
4922;1;82;-449;64
4923;1;-1486;1584;64
4924;1;291;1712;64
4925;0;-1353;577;64
4926;1;-1479;-929;64
4927;1;1687;-1492;64
4928;0;86;-0,65;64
4929;0;0,55;-1,35;64
4930;1;-281;74;64
4931;0;0,3;-1184;64
4932;0;1282;-2689;64
4933;1;634;1108;64
4934;1;-275;0,16;64
4935;1;-54;-54;64
4936;1;-1084;899;64
4937;1;-883;845;64
4938;1;875;713;64
4939;1;306;1597;64
4940;0;-835;-2305;64
4941;1;0,27;-537;64
4942;1;-115;156;64
4943;1;3;-536;64
4944;1;-1555;164;64
4945;0;-2226;-1199;64
4946;0;1739;-1244;64
4947;1;-708;-589;64
4948;1;1,11;-0,02;64
4949;1;-0,73;-272;64
4950;1;-793;-511;64
4951;1;-1198;-197;64
4952;1;-1323;1,73;64
4953;1;-643;-433;64
4954;1;1544;484;64
4955;1;932;191;64
4956;1;1974;-288;64
4957;1;-1026;-63;64
4958;0;183;-299;64
4959;1;1,87;477;64
4960;0;-243;-579;64
4961;0;-2129;2229;65
4962;0;-976;82;65
4963;0;-568;-872;65
4964;0;-904;-477;65
4965;0;-423;-1288;65
4966;0;616;-0,58;65
4967;0;1001;125;65
4968;0;-656;-723;65
4969;0;1637;-706;65
4970;0;-382;618;65
4971;0;1709;-1268;65
4972;0;1015;95;65
4973;0;-1977;-672;65
4974;0;-409;611;65
4975;0;-985;-271;65
4976;0;0,05;916;65
4977;0;316;1344;65
4978;0;-1861;-0,24;65
4979;0;-594;915;65
4980;1;-1565;-86;65
4981;0;399;948;65
4982;0;1,58;-1053;65
4983;0;-534;176;65
4984;0;-2167;-13;65
4985;0;1624;-337;65
4986;0;0,26;-372;65
4987;0;-5;-1054;65
4988;1;0,61;-29;65
4989;1;545;1496;65
4990;0;2363;-0,56;65
4991;1;-639;359;65
4992;0;-1263;1317;65
4993;0;323;799;65
4994;0;-0,79;104;65
4995;0;-691;1036;65
4996;0;645;1632;65
4997;0;-392;234;65
4998;0;734;1014;65
4999;0;-1117;-1783;65
5000;0;1374;-857;65
5001;0;789;955;65
5002;0;-1028;38;65
5003;0;-752;-78;65
5004;0;-1415;-27;65
5005;0;276;-1649;65
5006;0;-1226;446;65
5007;0;-1105;89;65
5008;0;-1182;137;65
5009;0;-3017;1972;65
5010;0;1,1;1113;65
5011;0;771;-1,2;65
5012;0;-731;314;65
5013;0;-946;-1034;65
5014;0;-561;-836;65
5015;0;-1337;457;65
5016;0;-227;-486;65
5017;0;242;1841;65
5018;0;0,54;0,17;65
5019;0;-1627;331;65
5020;1;468;2323;65
5021;1;1587;-752;65
5022;0;-0,98;1191;65
5023;1;1,44;0,67;65
5024;0;1435;-965;65
5025;0;-1,01;-541;65
5026;0;2119;-181;65
5027;0;683;-1129;65
5028;0;165;476;65
5029;1;1535;1,05;65
5030;0;0,43;-317;65
5031;0;27;-107;65
5032;0;-421;411;65
5033;0;-119;-214;65
5034;0;-934;726;65
5035;0;844;761;65
5036;0;-883;1265;65
5037;1;392;-246;65
5038;0;811;-204;65
5039;0;824;-0,32;65
5040;0;1783;212;65
5041;0;-1398;-1611;65
5042;0;896;-1763;65
5043;0;-1087;1606;65
5044;0;-827;626;65
5045;1;1336;1,02;65
5046;0;-1567;-484;66
5047;0;-296;-1049;66
5048;0;-788;582;66
5049;0;-497;-601;66
5050;0;-391;0,04;66
5051;1;1656;301;66
5052;1;241;867;66
5053;1;265;942;66
5054;0;-111;-1647;66
5055;0;-758;-193;66
5056;0;708;598;66
5057;1;-606;1152;66
5058;1;45;936;66
5059;0;-1017;322;66
5060;1;2552;425;66
5061;1;372;2229;66
5062;0;-184;-153;66
5063;0;368;-186;66
5064;0;-166;0,12;66
5065;0;-1198;-981;66
5066;0;199;-1672;66
5067;0;683;-742;66
5068;1;678;1135;66
5069;0;-1385;598;66
5070;1;137;-509;66
5071;0;1802;-167;66
5072;0;1521;-663;66
5073;1;-746;103;66
5074;1;781;597;66
5075;0;-252;826;66
5076;0;-635;-675;66
5077;1;2543;303;66
5078;0;1319;-0,27;66
5079;0;264;921;66
5080;0;-871;267;66
5081;1;-701;0,11;66
5082;0;-292;-379;66
5083;1;1246;1291;66
5084;1;304;1125;66
5085;0;-2412;1361;66
5086;1;1017;442;66
5087;0;-373;0,17;66
5088;0;147;-1391;66
5089;1;-393;3008;66
5090;0;297;-503;66
5091;1;0,3;688;66
5092;0;-1604;379;66
5093;0;-1125;1091;66
5094;0;-1443;676;66
5095;0;-52;-103;66
5096;0;-2384;648;66
5097;1;944;326;66
5098;0;351;-62;66
5099;0;1395;-1,2;66
5100;0;-1209;-64;66
5101;0;-757;519;66
5102;0;-1185;-1515;66
5103;1;448;824;66
5104;0;302;385;66
5105;0;-1906;-296;66
5106;0;591;-917;66
5107;0;0,1;-1303;66
5108;1;5;1557;66
5109;0;-834;0,51;66
5110;0;-164;-1453;66
5111;1;-1023;407;67
5112;0;-1396;1155;67
5113;1;-534;-1561;67
5114;1;-2298;-524;67
5115;0;-1473;-0,4;67
5116;0;2124;-1,02;67
5117;0;-643;-1,81;67
5118;1;-412;176;67
5119;0;-903;-1807;67
5120;0;585;423;67
5121;1;0,72;115;67
5122;1;265;1859;67
5123;1;-0,36;526;67
5124;0;-2045;175;67
5125;1;1,53;94;67
5126;1;1018;-371;67
5127;1;399;1175;67
5128;1;-231;849;67
5129;1;449;2236;67
5130;1;261;0,96;67
5131;1;272;637;67
5132;0;-1236;-297;67
5133;1;0,9;75;67
5134;0;187;1591;67
5135;1;835;-88;67
5136;1;605;0,17;67
5137;1;97;1068;67
5138;1;427;-737;67
5139;0;1405;-666;67
5140;1;394;471;67
5141;1;148;-417;67
5142;1;-235;689;67
5143;0;-1084;-3;67
5144;1;1311;-0,44;67
5145;1;1022;0,77;67
5146;1;-627;-379;67
5147;0;-1015;1,61;67
5148;0;166;1183;67
5149;1;-722;0,07;67
5150;1;595;-438;67
5151;1;703;1416;67
5152;1;-104;-4;67
5153;1;685;462;67
5154;1;2377;91;67
5155;1;2021;149;67
5156;1;-98;-109;67
5157;1;327;411;67
5158;1;-703;-593;67
5159;1;-327;-897;67
5160;1;-961;-349;67
5161;1;904;-1178;67
5162;1;43;-1327;67
5163;1;-394;1113;67
5164;1;388;143;67
5165;1;336;92;67
5166;0;-2177;0,64;67
5167;0;1216;1608;67
5168;1;464;-1002;67
5169;1;603;-5;67
5170;1;0,9;1473;67
5171;1;-2283;-527;67
5172;0;1877;-989;67
5173;1;-64;-166;67
5174;1;784;-728;67
5175;0;275;-0,07;67
5176;1;84;688;67
5177;1;29;135;67
5178;1;-0,54;-134;67
5179;1;596;0,1;67
5180;0;-412;-1,54;67
5181;1;533;684;67
5182;0;-1115;-912;67
5183;0;1196;-1179;67
5184;0;-0,06;315;67
5185;0;-749;1863;67
5186;1;1025;406;67
5187;0;808;-267;67
5188;0;-544;-1523;67
5189;1;-103;337;67
5190;1;1282;-655;67
5191;0;-2503;-1368;67
5192;1;-521;563;67
5193;1;1388;-315;67
5194;1;-123;2083;67
5195;1;-29;-186;67
5196;0;-0,01;-507;67
5197;0;-593;187;67
5198;0;-129;86;67
5199;1;1084;-719;67
5200;1;751;9;67
5201;1;2046;1249;67
5202;1;-247;-1082;67
5203;0;448;-424;67
5204;1;181;1163;68
5205;1;0,82;474;68
5206;1;443;874;68
5207;1;-1868;21;68
5208;1;918;956;68
5209;1;-1723;303;68
5210;1;-482;1371;68
5211;1;626;-1131;68
5212;1;-645;-1313;68
5213;1;522;1179;68
5214;1;97;2073;68
5215;1;407;-579;68
5216;0;-2312;0,28;68
5217;1;658;-1143;68
5218;1;-477;-458;68
5219;1;189;-1268;68
5220;1;0,72;-462;68
5221;1;33;-703;68
5222;1;1626;-269;68
5223;1;-43;-1069;68
5224;1;-158;-1,35;68
5225;1;0,35;-1403;68
5226;0;-402;-908;68
5227;1;-64;-0,52;68
5228;1;-263;0,23;68
5229;1;-1127;-1819;68
5230;1;596;1028;68
5231;0;-1,92;777;68
5232;1;0,86;237;68
5233;1;172;-147;68
5234;1;336;-0,01;68
5235;1;-44;-707;68
5236;0;-1037;1121;68
5237;1;1301;-414;68
5238;1;-528;615;68
5239;1;-1098;-984;68
5240;0;789;-2,33;68
5241;1;742;-1002;68
5242;1;666;74;68
5243;1;-75;-1498;68
5244;1;-1446;1356;68
5245;1;-117;-738;68
5246;1;-847;-659;68
5247;1;1221;-0,76;68
5248;0;715;697;68
5249;1;-899;-131;68
5250;1;-151;354;68
5251;1;-1122;678;68
5252;1;-366;-93;68
5253;1;3189;-272;68
5254;0;-931;118;68
5255;1;683;1092;68
5256;1;1273;601;68
5257;1;198;-1081;68
5258;0;-2912;397;68
5259;1;-98;965;68
5260;1;0,02;-387;68
5261;1;2074;738;68
5262;1;313;141;68
5263;0;-679;358;68
5264;1;-668;-971;68
5265;1;2985;588;68
5266;1;-2216;-1083;68
5267;1;-1128;-962;68
5268;1;369;524;68
5269;1;-501;8;68
5270;1;697;0,06;69
5271;1;-0,1;531;69
5272;1;1285;-322;69
5273;1;186;-635;69
5274;0;-208;-276;69
5275;0;2182;-1431;69
5276;0;18;-1398;69
5277;1;-631;-371;69
5278;1;1851;107;69
5279;0;-194;-1713;69
5280;1;-0,52;55;69
5281;1;-357;1397;69
5282;1;1786;-266;69
5283;1;1129;-478;69
5284;1;1043;1789;69
5285;0;-809;-577;69
5286;1;635;1236;69
5287;0;-18;-893;69
5288;1;-68;94;69
5289;1;306;1269;69
5290;1;-511;702;69
5291;0;614;-1733;69
5292;1;0,95;392;69
5293;1;-429;1032;69
5294;0;-0,6;-751;69
5295;0;-1006;-1322;69
5296;1;-1028;-241;69
5297;1;1795;997;69
5298;0;-239;-2154;69
5299;0;-491;-1025;69
5300;1;-1212;-438;69
5301;1;884;1998;69
5302;0;-63;-447;69
5303;0;294;-1013;69
5304;1;802;1144;69
5305;1;-481;1434;69
5306;1;0,54;-389;69
5307;1;-73;-467;69
5308;1;-1379;2217;69
5309;1;899;2364;69
5310;1;-489;1389;69
5311;1;1,15;472;69
5312;1;621;645;69
5313;1;-693;1104;69
5314;1;1237;524;69
5315;1;-1314;1722;69
5316;1;-609;-879;69
5317;1;-1665;1,59;69
5318;1;-1,38;746;69
5319;1;-218;0,25;69
5320;0;328;-1381;69
5321;1;1546;-167;69
5322;1;-396;0,31;69
5323;1;-863;89;69
5324;1;165;517;69
5325;0;-37;-0,59;69
5326;1;779;-145;69
5327;1;-117;-13;69
5328;1;-366;1308;69
5329;1;-328;-403;69
5330;1;1013;1317;69
5331;1;-119;0,83;69
5332;1;-913;128;69
5333;1;305;0,22;69
5334;1;815;112;69
5335;1;3,17;821;69
5336;1;243;-879;69
5337;1;91;1594;69
5338;1;-434;1178;69
5339;1;919;1072;69
5340;1;-563;652;69
5341;0;653;-297;70
5342;0;-2202;-1046;70
5343;0;17;-467;70
5344;1;155;889;70
5345;0;166;-1185;70
5346;1;598;1165;70
5347;1;2645;347;70
5348;1;-1682;741;70
5349;0;-2592;1137;70
5350;1;75;1257;70
5351;0;-323;-2,11;70
5352;1;-271;767;70
5353;0;38;-859;70
5354;0;-445;-572;70
5355;1;1791;462;70
5356;0;-544;-237;70
5357;1;507;0,01;70
5358;0;58;-942;70
5359;0;-1912;2379;70
5360;0;-527;-0,61;70
5361;1;-161;-365;70
5362;0;-1715;-2171;70
5363;0;709;-384;70
5364;0;1487;-2193;70
5365;0;-789;-463;70
5366;1;-945;1272;70
5367;0;804;-737;70
5368;1;-127;207;70
5369;1;-1106;-1138;70
5370;1;-828;867;70
5371;1;81;1888;70
5372;1;2288;1114;70
5373;0;534;-1938;70
5374;0;-1322;1561;70
5375;1;-978;809;70
5376;1;-0,47;-862;70
5377;0;1978;-1,11;70
5378;1;637;1131;70
5379;1;-694;2136;70
5380;1;561;149;70
5381;0;-1503;-1315;70
5382;0;-1564;1571;70
5383;1;665;832;70
5384;1;99;277;70
5385;1;2033;885;70
5386;1;-188;928;70
5387;0;489;-601;70
5388;0;-1164;-108;70
5389;0;-697;-1,34;70
5390;1;1845;1255;70
5391;0;515;-1811;70
5392;1;367;984;70
5393;0;-1217;891;70
5394;0;109;-1,3;70
