"";"pass";"math";"activity";"school"
"2993";0;0,887;0,629;"42"
"2994";0;0,049;-0,454;"42"
"2995";0;-0,321;0,251;"42"
"2996";0;-1,154;1,741;"42"
"2997";0;-0,348;0,499;"42"
"2998";0;1,066;1,488;"42"
"2999";0;0,182;-0,031;"42"
"3000";0;-1,559;-1,194;"42"
"3001";1;-0,761;-0,788;"42"
"3002";1;-0,122;-0,436;"42"
"3003";0;-0,404;0,628;"42"
"3004";0;-0,25;0,464;"42"
"3005";0;0,103;0,716;"42"
"3006";1;0,655;-0,558;"42"
"3007";0;1,206;-0,911;"42"
"3008";0;-0,959;0,619;"42"
"3009";0;-1,411;1,069;"42"
"3010";0;1,907;0,817;"42"
"3011";0;-0,835;0,754;"42"
"3012";0;-0,016;0,902;"42"
"3013";0;0,759;0,66;"42"
"3014";0;-0,719;-0,042;"42"
"3015";0;-0,094;-1,269;"42"
"3016";1;-0,218;-1,742;"42"
"3017";0;3,009;-1,189;"42"
"3018";0;-1,133;0,228;"42"
"3019";0;0,39;2,215;"42"
"3020";0;0,216;-0,222;"42"
"3021";0;0,907;-1,25;"42"
"3022";0;0,47;0,749;"42"
"3023";1;0,293;-0,418;"42"
"3024";0;0,731;0,967;"42"
"3025";1;-0,603;-2,518;"42"
"3026";1;-0,26;-0,937;"42"
"3027";0;0,373;0,674;"42"
"3028";0;-1,79;0,883;"42"
"3029";0;-1,203;1,584;"42"
"3030";0;1,171;2,015;"42"
"3031";0;1,439;0,417;"43"
"3032";0;0,948;0,518;"43"
"3033";0;-1,035;0,012;"43"
"3034";0;0,706;1,22;"43"
"3035";0;-1,137;2,014;"43"
"3036";0;-2,06;0,737;"43"
"3037";0;-0,266;0,633;"43"
"3038";1;0,773;0,301;"43"
"3039";0;0,374;-2,027;"43"
"3040";0;-0,406;0,428;"43"
"3041";0;0,915;0,973;"43"
"3042";0;-2,237;3,177;"43"
"3043";0;1,416;-0,466;"43"
"3044";0;0,531;0,416;"43"
"3045";0;-1,146;0,272;"43"
"3046";0;-1,464;-0,298;"43"
"3047";1;2,298;-0,208;"43"
"3048";0;1,928;-2,411;"43"
"3049";1;0,096;1,855;"43"
"3050";0;-0,99;-1,608;"43"
"3051";0;0,128;-1,733;"43"
"3052";1;-0,048;1,536;"43"
"3053";1;-0,314;0,153;"43"
"3054";1;0,966;1,138;"43"
"3055";0;0,996;-1,575;"43"
"3056";0;0,919;-0,754;"43"
"3057";0;0,329;-1,13;"43"
"3058";0;0,108;0,645;"43"
"3059";0;-0,385;1,37;"43"
"3060";0;0,04;-1,16;"43"
"3061";0;1,592;-0,778;"43"
"3062";0;-0,048;-0,712;"43"
"3063";0;-0,691;-0,784;"43"
"3064";0;-1,019;-0,113;"43"
"3065";0;3,384;-0,177;"43"
"3066";0;0,445;1,029;"43"
"3067";1;0,625;1,02;"43"
"3068";0;1,465;1,865;"43"
"3069";0;2,519;0,273;"43"
"3070";0;-0,144;1,068;"43"
"3071";0;0,214;-0,435;"43"
"3072";0;-0,429;0,764;"43"
"3073";0;1,578;-0,442;"43"
"3074";0;1,586;-0,727;"43"
"3075";0;-0,095;-0,32;"43"
"3076";0;0,04;0,307;"43"
"3077";1;0,734;-0,099;"43"
"3078";0;0,82;-0,821;"43"
"3079";0;-0,849;-0,117;"43"
"3080";0;-0,099;-1,056;"43"
"3081";0;-1,513;-0,582;"43"
"3082";1;0,833;0,82;"43"
"3083";0;-1,279;-1,099;"43"
"3084";0;-1,24;-0,105;"43"
"3085";0;-0,477;0,242;"43"
"3086";0;-1,238;-1,548;"43"
"3087";0;0,245;0,18;"43"
"3088";0;-0,55;-1,742;"43"
"3089";1;0,807;0,51;"43"
"3090";0;0,229;-0,234;"43"
"3091";1;-1,169;1,938;"43"
"3092";0;-1,057;0,389;"43"
"3093";0;0,781;-0,467;"43"
"3094";1;0,122;1,197;"43"
"3095";0;1,506;-0,63;"43"
"3096";0;-1,972;0,799;"43"
"3097";0;1,02;-0,334;"43"
"3098";1;1,523;0,041;"43"
"3099";0;-0,705;-0,584;"43"
"3100";0;0,343;-0,144;"43"
"3101";1;-0,616;2,413;"44"
"3102";0;0,554;-0,533;"44"
"3103";1;0,874;-0,237;"44"
"3104";0;0,072;-1,164;"44"
"3105";1;1,187;1,032;"44"
"3106";1;-0,556;0,117;"44"
"3107";1;0,812;0,863;"44"
"3108";1;-0,701;1,322;"44"
"3109";1;-0,253;-0,041;"44"
"3110";1;0,465;0,86;"44"
"3111";1;-0,731;-0,539;"44"
"3112";0;0,14;-0,512;"44"
"3113";1;-1,089;1,261;"44"
"3114";1;1,597;0,546;"44"
"3115";1;-2,003;0,599;"44"
"3116";0;-0,37;-0,392;"44"
"3117";1;-1,593;0,362;"44"
"3118";1;1,116;-0,861;"44"
"3119";1;0,414;-0,527;"44"
"3120";1;0,848;-0,331;"44"
"3121";1;-0,423;1,97;"44"
"3122";0;-3,196;-1,626;"44"
"3123";1;0,447;1,584;"44"
"3124";1;1,533;0,426;"44"
"3125";1;-1,632;0,583;"44"
"3126";1;0,294;-0,016;"44"
"3127";1;1,034;-0,079;"44"
"3128";1;-0,235;0,944;"44"
"3129";1;0,453;-0,734;"44"
"3130";1;-1,107;0,701;"44"
"3131";0;0,578;-1,492;"44"
"3132";1;0,775;0,393;"44"
"3133";1;1,09;-0,779;"44"
"3134";0;-0,331;-1,015;"44"
"3135";1;-1,305;-0,33;"44"
"3136";1;0,022;0,462;"44"
"3137";1;-0,313;-0,962;"44"
"3138";1;0,188;0,384;"44"
"3139";1;0,228;1,912;"44"
"3140";1;-0,762;0,233;"44"
"3141";1;-0,875;-0,348;"44"
"3142";1;-0,134;-0,434;"44"
"3143";0;0,915;-1,337;"44"
"3144";1;0,89;-0,031;"44"
"3145";0;0,01;-1,205;"44"
"3146";0;1,961;-1,165;"44"
"3147";1;-0,091;1,24;"44"
"3148";1;1,041;-0,692;"44"
"3149";0;-0,145;-1,011;"44"
"3150";1;-2,129;0,787;"44"
"3151";1;1,083;-0,089;"44"
"3152";1;0,962;1,35;"44"
"3153";1;0,906;-0,497;"44"
"3154";1;0,633;0,04;"44"
"3155";0;-0,032;0,545;"45"
"3156";0;-0,304;0,303;"45"
"3157";0;1,362;-0,647;"45"
"3158";0;0,641;0,251;"45"
"3159";0;1,682;-0,104;"45"
"3160";0;-0,807;-0,033;"45"
"3161";0;-0,055;-0,125;"45"
"3162";1;-0,628;1,413;"45"
"3163";0;0,253;-2,138;"45"
"3164";0;-1,107;-0,137;"45"
"3165";1;0,449;1,974;"45"
"3166";0;0,184;-1,641;"45"
"3167";0;1,206;-0,732;"45"
"3168";0;-0,597;0,546;"45"
"3169";0;-1,953;0,093;"45"
"3170";0;0,539;-0,743;"45"
"3171";0;-0,428;-1,121;"45"
"3172";1;-0,467;1,889;"45"
"3173";0;-0,488;-0,162;"45"
"3174";0;0,383;0,679;"45"
"3175";0;-0,192;-0,424;"45"
"3176";0;0,267;-1,806;"45"
"3177";1;1,166;-0,2;"45"
"3178";0;-0,208;-1,545;"45"
"3179";1;0,776;1,192;"45"
"3180";0;0,217;-2,781;"45"
"3181";0;0,513;-0,64;"45"
"3182";0;0,112;0,67;"45"
"3183";0;0,96;-1,935;"45"
"3184";0;-1,568;0,336;"45"
"3185";0;1,024;0,766;"45"
"3186";0;0,952;-0,094;"45"
"3187";0;0,981;0,45;"45"
"3188";0;-0,519;0,101;"45"
"3189";0;0,639;1,002;"45"
"3190";1;-0,641;0,399;"45"
"3191";0;-1,435;-0,042;"45"
"3192";0;0,904;-0,92;"45"
"3193";0;0,578;0,522;"45"
"3194";1;0,412;0,038;"45"
"3195";0;0;-0,396;"45"
"3196";0;-0,13;-0,338;"45"
"3197";0;0,207;-0,332;"45"
"3198";0;0,085;-0,204;"45"
"3199";0;-2,198;0,787;"45"
"3200";0;0,622;1,128;"45"
"3201";0;-0,145;0,763;"45"
"3202";1;0,737;0,615;"45"
"3203";0;-0,959;-0,065;"45"
"3204";0;-1,078;-1,841;"45"
"3205";0;0,637;0,294;"45"
"3206";0;0,061;0,909;"45"
"3207";0;0,559;-0,38;"46"
"3208";0;-1,094;1,486;"46"
"3209";1;1,273;-1,317;"46"
"3210";0;-0,737;0,204;"46"
"3211";0;0,848;0,606;"46"
"3212";1;-0,796;-0,332;"46"
"3213";1;0,621;-1,495;"46"
"3214";0;-0,343;0,376;"46"
"3215";1;-1,088;-0,76;"46"
"3216";1;0,481;-1,085;"46"
"3217";1;-0,154;-1,047;"46"
"3218";1;-0,005;-0,233;"46"
"3219";1;1,162;0,184;"46"
"3220";0;-0,075;1,121;"46"
"3221";1;-0,47;-1,884;"46"
"3222";1;1,73;-1,139;"46"
"3223";1;1,386;-0,613;"46"
"3224";1;-1,317;-0,482;"46"
"3225";1;-1,118;-1,854;"46"
"3226";0;-1,375;-0,413;"46"
"3227";1;1,209;1,231;"46"
"3228";0;-0,008;0,712;"46"
"3229";1;0,345;-0,071;"46"
"3230";1;0,726;-0,885;"46"
"3231";1;-0,951;-1,292;"46"
"3232";0;-2,924;-0,57;"46"
"3233";0;-0,22;1,341;"46"
"3234";1;-1,394;-0,47;"46"
"3235";0;-0,428;1,213;"46"
"3236";0;-0,316;1,083;"46"
"3237";0;-1,404;1,074;"46"
"3238";0;0,219;-0,737;"46"
"3239";1;0,61;-0,14;"46"
"3240";1;-0,772;0,066;"46"
"3241";1;-0,288;0,354;"46"
"3242";0;1,03;0,688;"46"
"3243";0;-0,353;-0,41;"46"
"3244";0;-1,08;0,471;"46"
"3245";1;1,643;-0,839;"46"
"3246";1;1,039;-0,426;"46"
"3247";1;-1,291;-0,221;"46"
"3248";1;0,4;0,445;"46"
"3249";0;-1,555;1,84;"46"
"3250";1;-0,108;0,333;"46"
"3251";1;-0,77;-0,448;"46"
"3252";0;1,428;1,225;"46"
"3253";0;-0,553;-0,353;"46"
"3254";0;-0,36;1,383;"46"
"3255";1;0,75;-0,583;"46"
"3256";1;-1,309;-1,244;"46"
"3257";1;0,573;-1,471;"46"
"3258";0;0,539;-0,501;"46"
"3259";1;-0,136;0,525;"46"
"3260";1;1,089;0,238;"46"
"3261";1;-1,05;-0,111;"46"
"3262";1;0,373;0,066;"46"
"3263";1;-0,28;-0,294;"46"
"3264";0;0,885;1,288;"46"
"3265";0;-1,032;-0,054;"46"
"3266";1;-0,118;0,005;"46"
"3267";1;0,977;1,321;"46"
"3268";1;0,972;0,055;"46"
"3269";1;-0,311;-0,715;"46"
"3270";0;1,06;1,052;"46"
"3271";0;0,132;-0,076;"46"
"3272";0;0,397;2,046;"46"
"3273";1;1,508;-1,152;"46"
"3274";0;0,693;0,258;"46"
"3275";1;0,74;-1,561;"46"
"3276";0;1,806;0,471;"46"
"3277";0;0,973;0,155;"46"
"3278";1;-0,697;0,523;"46"
"3279";1;1,67;-0,457;"46"
"3280";1;-0,102;-1,318;"46"
"3281";1;1,108;-0,08;"46"
"3282";0;-0,168;0,234;"46"
"3283";1;1,103;-0,67;"46"
"3284";0;-1,085;-0,043;"47"
"3285";0;0,081;-0,502;"47"
"3286";0;1,683;0,553;"47"
"3287";1;1,197;0,251;"47"
"3288";1;1,496;1,275;"47"
"3289";1;1,524;0,065;"47"
"3290";1;0,099;0,601;"47"
"3291";1;0,14;-0,496;"47"
"3292";1;-0,225;-0,84;"47"
"3293";0;0,019;-1,071;"47"
"3294";0;-0,146;0,79;"47"
"3295";1;-0,281;0,663;"47"
"3296";1;-0,806;-0,387;"47"
"3297";1;-0,591;-0,976;"47"
"3298";1;0,848;-0,473;"47"
"3299";1;-0,395;0,218;"47"
"3300";1;0,114;0,742;"47"
"3301";1;0,315;0,359;"47"
"3302";0;-0,642;0,46;"47"
"3303";1;-1,374;-0,094;"47"
"3304";1;0,519;0,985;"47"
"3305";0;0,336;0,765;"47"
"3306";0;-1,292;0,93;"47"
"3307";0;0,421;-0,215;"47"
"3308";1;-0,362;0,101;"47"
"3309";1;0,917;-0,813;"47"
"3310";0;-0,36;1,131;"47"
"3311";0;0,46;0,27;"47"
"3312";1;-1,202;-0,982;"47"
"3313";1;-0,183;-1,495;"47"
"3314";0;-1,611;0,892;"47"
"3315";0;-0,453;1,553;"47"
"3316";1;0,381;-0,284;"47"
"3317";1;0,165;-0,484;"47"
"3318";1;0,332;1,847;"47"
"3319";0;-0,458;0,369;"47"
"3320";1;0,775;0,605;"47"
"3321";1;-0,337;-0,677;"47"
"3322";1;-1,008;0,955;"47"
"3323";0;0,627;0,399;"47"
"3324";1;0,568;0,357;"47"
"3325";0;-2,357;0,451;"47"
"3326";1;-0,636;-1,985;"47"
"3327";0;0,977;-0,326;"47"
"3328";1;2,383;2,266;"47"
"3329";1;-0,86;0,418;"47"
"3330";1;-2,793;-0,949;"47"
"3331";1;0,114;0,871;"47"
"3332";0;0,904;0,002;"47"
"3333";1;-0,283;-1,336;"47"
"3334";0;-0,027;0,422;"47"
"3335";1;0,601;-0,268;"48"
"3336";1;0,455;0,447;"48"
"3337";1;-0,128;2,033;"48"
"3338";0;-0,443;-2,358;"48"
"3339";1;-0,238;0,894;"48"
"3340";0;0,102;-0,626;"48"
"3341";1;0,888;0,457;"48"
"3342";0;-1,962;0,376;"48"
"3343";1;-0,062;0,142;"48"
"3344";1;0,588;2,008;"48"
"3345";0;-0,544;-0,613;"48"
"3346";1;-0,616;-0,369;"48"
"3347";0;0,157;-0,749;"48"
"3348";1;-0,408;0,907;"48"
"3349";1;-0,272;0,349;"48"
"3350";0;-0,874;-0,487;"48"
"3351";0;-0,062;-0,533;"48"
"3352";0;0,269;-2,137;"48"
"3353";0;-0,483;-1,663;"48"
"3354";1;1,273;-0,124;"48"
"3355";1;-0,589;-0,48;"48"
"3356";1;1,428;-0,976;"48"
"3357";0;-0,859;-0,637;"48"
"3358";1;0,774;1,622;"48"
"3359";1;-0,425;1,222;"48"
"3360";1;-0,848;0,016;"48"
"3361";1;-0,215;-1,9;"48"
"3362";1;-0,395;0,294;"48"
"3363";1;-0,554;-0,127;"48"
"3364";1;-1,739;0,548;"48"
"3365";0;-0,166;-0,937;"48"
"3366";0;-0,881;-0,638;"48"
"3367";0;0,283;-2,218;"48"
"3368";1;0,207;-0,197;"48"
"3369";1;-1,077;0,853;"48"
"3370";1;-0,207;1,087;"48"
"3371";1;-1,06;0,204;"48"
"3372";1;0,491;0,704;"48"
"3373";0;-0,045;-1,384;"48"
"3374";1;-0,228;-0,311;"48"
"3375";1;-0,346;0,149;"48"
"3376";1;-0,377;0,55;"48"
"3377";0;0,658;-1,529;"48"
"3378";1;0,068;1,295;"48"
"3379";1;0,676;-0,613;"48"
"3380";1;-2,432;0,147;"48"
"3381";1;-1,11;-0,096;"48"
"3382";1;0,302;0,112;"48"
"3383";1;0,672;0,052;"48"
"3384";0;1,36;-0,519;"48"
"3385";1;-0,911;0,096;"48"
"3386";1;0,96;0,646;"48"
"3387";1;0,707;1,314;"48"
"3388";1;1,866;-0,275;"48"
"3389";1;-0,535;-0,356;"48"
"3390";1;1,215;1,421;"48"
"3391";1;-1,529;0,7;"48"
"3392";0;0,999;-1,422;"48"
"3393";0;-0,11;-0,955;"48"
"3394";1;0,926;0,057;"48"
"3395";0;-1,737;-0,95;"48"
"3396";1;0,023;0,166;"48"
"3397";1;-0,981;1,323;"48"
"3398";1;-1,038;0,157;"48"
"3399";0;0,123;0,23;"48"
"3400";0;1,962;-0,69;"48"
"3401";0;-0,787;-0,332;"48"
"3402";1;1,255;0,699;"48"
"3403";1;0,259;0,086;"48"
"3404";0;-0,631;-0,295;"48"
"3405";1;-0,127;0,225;"48"
"3406";1;-0,632;1,023;"48"
"3407";0;2,026;-2,658;"48"
"3408";1;-0,838;-0,385;"48"
"3409";1;0,839;1,236;"48"
"3410";1;0,434;2,444;"48"
"3411";0;1,505;-1,385;"48"
"3412";1;-1,158;0,819;"48"
"3413";1;1,174;1,266;"48"
"3414";0;-0,949;-0,527;"48"
"3415";0;-0,437;-1,405;"48"
"3416";1;1,016;-0,165;"48"
"3417";0;-0,707;-0,632;"48"
"3418";1;-0,519;0,646;"48"
"3419";1;-1,913;0,339;"49"
"3420";0;-2,144;0,915;"49"
"3421";0;0,146;-0,018;"49"
"3422";0;1,282;-1,037;"49"
"3423";0;-2,388;-0,605;"49"
"3424";1;1,282;-0,288;"49"
"3425";0;-0,735;-0,112;"49"
"3426";1;-0,3;-0,35;"49"
"3427";1;1,163;0,001;"49"
"3428";0;0,098;-0,674;"49"
"3429";0;-1,548;0,706;"49"
"3430";1;-2,149;0,238;"49"
"3431";0;-0,472;-0,155;"49"
"3432";0;0,496;-0,285;"49"
"3433";0;-0,094;0,163;"49"
"3434";1;0,02;1,365;"49"
"3435";1;0,331;0,386;"49"
"3436";0;1,322;-1,622;"49"
"3437";1;-0,912;0,305;"49"
"3438";1;0,904;1,803;"49"
"3439";1;0,309;1,556;"49"
"3440";1;-0,212;0,193;"49"
"3441";0;-1,164;-1,129;"49"
"3442";1;0,49;-0,313;"49"
"3443";1;-0,14;0,605;"49"
"3444";1;0,089;0,882;"49"
"3445";1;0,216;1,54;"49"
"3446";1;-0,71;0,308;"49"
"3447";1;0,001;0,582;"49"
"3448";1;-0,621;-1,17;"49"
"3449";0;1,474;0,432;"49"
"3450";1;-1,309;1,38;"49"
"3451";0;-2,152;-0,106;"49"
"3452";0;-1,058;-0,478;"49"
"3453";0;-1,408;-1,065;"49"
"3454";0;-0,289;-0,545;"49"
"3455";0;-0,317;-1,115;"49"
"3456";0;-1,498;0,244;"49"
"3457";0;-1,031;0,442;"49"
"3458";0;-1,013;-0,107;"49"
"3459";1;-0,507;-0,083;"49"
"3460";0;-1,373;1,097;"49"
"3461";1;-1,523;0,402;"49"
"3462";0;0,921;-1,182;"49"
"3463";1;-0,369;0,299;"49"
"3464";0;-0,654;-0,431;"49"
"3465";1;0,854;1,513;"49"
"3466";0;-0,998;-0,667;"49"
"3467";1;0,424;1,054;"49"
"3468";0;-0,435;-0,256;"49"
"3469";1;0,394;0,6;"49"
"3470";0;-0,655;-0,67;"49"
"3471";1;1,171;-0,104;"49"
"3472";1;1,651;1,21;"49"
"3473";0;0,119;-0,135;"49"
"3474";0;-0,932;-0,841;"50"
"3475";0;-0,572;-0,566;"50"
"3476";0;-0,55;-0,023;"50"
"3477";0;-0,02;-0,923;"50"
"3478";0;-0,576;-0,595;"50"
"3479";0;0,516;0,301;"50"
"3480";0;0,663;1,207;"50"
"3481";1;1,652;0;"50"
"3482";0;0,131;-0,441;"50"
"3483";0;0,952;-0,951;"50"
"3484";0;-0,842;0,069;"50"
"3485";1;0,679;0,055;"50"
"3486";0;-0,368;-0,889;"50"
"3487";0;0,036;-0,502;"50"
"3488";0;0,569;-0,638;"50"
"3489";0;1,197;-1,118;"50"
"3490";0;0,346;-0,102;"50"
"3491";0;0,623;0,671;"50"
"3492";0;-0,459;1,481;"50"
"3493";0;0,026;-1,531;"50"
"3494";0;0,826;-0,224;"50"
"3495";0;2,218;0,467;"50"
"3496";1;0,335;0,221;"50"
"3497";0;1,442;1,58;"50"
"3498";1;0,268;-2,678;"50"
"3499";0;-0,369;-1,271;"50"
"3500";0;-0,808;1,123;"50"
"3501";0;1,572;0,418;"50"
"3502";0;0,515;-1,668;"50"
"3503";0;0,777;0,253;"50"
"3504";0;-0,111;0,086;"50"
"3505";1;0,354;1,113;"50"
"3506";1;-0,033;0,783;"50"
"3507";0;0,098;-0,628;"50"
"3508";0;-0,909;-0,683;"50"
"3509";0;1,052;1,324;"50"
"3510";0;0,464;0,855;"50"
"3511";0;0,271;-0,028;"50"
"3512";0;-0,873;-1,043;"50"
"3513";0;-0,598;-0,005;"50"
"3514";0;0,698;0,182;"50"
"3515";0;0,743;-0,226;"50"
"3516";0;-1,019;0,658;"50"
"3517";1;-0,518;0,782;"50"
"3518";0;-0,265;0,616;"50"
"3519";0;-0,938;1,309;"50"
"3520";0;0,512;-1,578;"50"
"3521";0;-1,294;0,917;"50"
"3522";0;-0,728;1,025;"50"
"3523";0;0,049;1,548;"50"
"3524";0;0,593;-0,58;"50"
"3525";1;0,205;-1,418;"50"
"3526";0;0,135;0,481;"50"
"3527";0;1,836;0,825;"50"
"3528";0;0,474;0,284;"50"
"3529";0;-0,787;0,973;"50"
"3530";0;0,127;-0,501;"50"
"3531";0;-1,118;1,615;"50"
"3532";0;-1,567;0,441;"50"
"3533";0;-1,206;-2,516;"50"
"3534";0;-1,161;1,238;"50"
"3535";0;-0,033;0,599;"50"
"3536";0;-1,274;1,181;"50"
"3537";0;0,413;-0,631;"50"
"3538";0;-1,002;-0,95;"50"
"3539";1;0,201;-1,476;"50"
"3540";1;-1,41;0,933;"50"
"3541";0;1,204;-0,941;"50"
"3542";0;2,469;1,231;"50"
"3543";1;0,506;-1,116;"50"
"3544";0;-1,642;0,883;"50"
"3545";0;1,244;0;"50"
"3546";1;-0,504;-1,941;"50"
"3547";0;-1,497;-0,629;"50"
"3548";0;0,454;-0,242;"50"
"3549";0;1,295;0,236;"50"
"3550";0;1,322;-1,166;"50"
"3551";1;-1,037;-0,621;"50"
"3552";0;-0,528;0,301;"50"
"3553";0;0,955;-0,744;"50"
"3554";1;-0,775;-0,546;"50"
"3555";1;-0,819;-1,295;"50"
"3556";0;0,429;-0,579;"50"
"3557";0;0,47;0,669;"51"
"3558";0;0,06;-0,048;"51"
"3559";0;0,333;1,219;"51"
"3560";0;-0,945;0,39;"51"
"3561";0;0,181;0,844;"51"
"3562";0;-0,868;0,867;"51"
"3563";0;1,001;1,521;"51"
"3564";0;-0,463;0,535;"51"
"3565";1;2,424;-0,631;"51"
"3566";0;-1,35;1,374;"51"
"3567";0;-0,194;-0,218;"51"
"3568";1;1,875;-2,261;"51"
"3569";1;-1,128;-0,058;"51"
"3570";0;-2,424;-0,2;"51"
"3571";1;-0,677;-1,02;"51"
"3572";0;0,559;0,404;"51"
"3573";0;-1,234;-0,447;"51"
"3574";0;-0,269;1,801;"51"
"3575";1;0,824;-0,845;"51"
"3576";0;0,166;0,722;"51"
"3577";0;0,536;-0,334;"51"
"3578";0;0,852;-0,217;"51"
"3579";0;-0,279;0,524;"51"
"3580";1;-2,404;-2,078;"51"
"3581";0;0,396;1,573;"51"
"3582";0;0,383;0,494;"51"
"3583";1;-2,344;-0,814;"51"
"3584";0;0,899;0,078;"51"
"3585";0;1,705;-0,01;"51"
"3586";0;-1,121;-0,249;"51"
"3587";0;-1,486;-0,318;"51"
"3588";0;2,09;-1,511;"51"
"3589";0;0,127;0,661;"51"
"3590";0;0,018;0,109;"51"
"3591";0;0,377;-0,57;"51"
"3592";1;0,279;0,797;"51"
"3593";0;-0,153;0,056;"51"
"3594";1;1,557;-0,257;"51"
"3595";0;1,855;-0,532;"51"
"3596";0;0,901;0,553;"51"
"3597";1;0,122;-1,787;"51"
"3598";0;0,558;-0,304;"51"
"3599";0;0,598;0,448;"51"
"3600";0;-0,645;1,026;"51"
"3601";0;-0,253;1,382;"51"
"3602";0;-1,096;0,048;"51"
"3603";0;0,747;-0,246;"51"
"3604";0;1,092;0,422;"51"
"3605";0;0,656;0,082;"51"
"3606";0;0,5;0,628;"51"
"3607";0;0,58;-0,34;"51"
"3608";0;0,227;0,423;"51"
"3609";0;0,393;1,1;"51"
"3610";0;0,291;2,584;"51"
"3611";1;-1,259;-1,259;"51"
"3612";0;1,465;1,121;"51"
"3613";0;-1,796;0,169;"51"
"3614";0;-0,63;0,307;"51"
"3615";0;1,23;-0,013;"51"
"3616";0;-0,892;1,473;"51"
"3617";1;0,114;-0,62;"51"
"3618";0;1,247;0,533;"51"
"3619";0;0,226;-1,116;"51"
"3620";1;2,493;-0,93;"51"
"3621";0;-0,35;-1,198;"52"
"3622";0;0,482;-0,437;"52"
"3623";0;0,772;-0,043;"52"
"3624";0;0,962;-0,531;"52"
"3625";0;-0,188;-0,148;"52"
"3626";0;-0,313;0,175;"52"
"3627";0;2,43;-1,318;"52"
"3628";0;0,021;-1,058;"52"
"3629";0;-1,387;1,061;"52"
"3630";0;-0,502;-0,899;"52"
"3631";1;1,834;-2,3;"52"
"3632";0;1,415;-1,26;"52"
"3633";1;1,238;0,744;"52"
"3634";0;-0,775;-0,661;"52"
"3635";0;-0,412;-0,745;"52"
"3636";0;0,493;-0,356;"52"
"3637";0;-0,208;-1,637;"52"
"3638";0;0,602;-0,333;"52"
"3639";0;-0,677;1,875;"52"
"3640";0;0,933;-0,012;"52"
"3641";1;0,628;0,481;"52"
"3642";0;1,71;-0,766;"52"
"3643";1;0,144;0,43;"52"
"3644";0;0,159;-1,192;"52"
"3645";0;-1,461;-1,537;"52"
"3646";0;0,112;0,568;"52"
"3647";1;1,276;-0,296;"52"
"3648";0;-0,105;0,859;"52"
"3649";1;-0,786;-0,908;"52"
"3650";0;0,371;-1,96;"52"
"3651";1;-0,235;-1,316;"52"
"3652";0;0,298;-0,518;"52"
"3653";0;0,512;-0,978;"52"
"3654";1;0,059;-2,55;"52"
"3655";0;-1,446;-0,352;"52"
"3656";0;1,256;1,142;"52"
"3657";0;0,185;-0,348;"52"
"3658";0;-2,596;-0,847;"52"
"3659";1;1,075;0,31;"52"
"3660";0;0,715;-1,564;"52"
"3661";0;-1,943;-0,589;"52"
"3662";1;-1,525;-0,612;"52"
"3663";0;-0,943;-0,737;"52"
"3664";0;0,367;-0,801;"52"
"3665";0;-0,96;-0,685;"52"
"3666";0;-0,871;0,212;"52"
"3667";0;-2,201;-1,417;"52"
"3668";0;-0,274;0,587;"52"
"3669";1;1,579;-0,361;"52"
"3670";0;-0,175;2,214;"52"
"3671";0;-0,83;-0,485;"52"
"3672";0;-0,206;-0,002;"52"
"3673";0;1,295;-0,408;"52"
"3674";0;1,123;1,263;"52"
"3675";0;0,601;-1,827;"53"
"3676";1;-1,301;-1,425;"53"
"3677";0;1,279;0,765;"53"
"3678";0;-1,03;0,873;"53"
"3679";0;-1,842;-0,5;"53"
"3680";0;0,422;0,73;"53"
"3681";0;-0,34;0,253;"53"
"3682";0;0,336;-0,519;"53"
"3683";0;0,63;0,778;"53"
"3684";0;-0,371;-0,408;"53"
"3685";0;1,713;-0,521;"53"
"3686";0;0,75;1,357;"53"
"3687";0;0,546;0,71;"53"
"3688";1;1,062;-1,423;"53"
"3689";1;-0,526;-0,673;"53"
"3690";1;2,419;-0,841;"53"
"3691";0;0,534;-0,029;"53"
"3692";1;2,055;-0,115;"53"
"3693";0;-2,56;1,209;"53"
"3694";0;-0,208;0,848;"53"
"3695";0;1,887;-1,112;"53"
"3696";0;-0,304;-0,084;"53"
"3697";0;1,131;1,214;"53"
"3698";0;-0,388;0,636;"53"
"3699";0;-0,088;0,971;"53"
"3700";1;-1,026;-0,654;"53"
"3701";0;0,049;0,688;"53"
"3702";0;0,795;0,157;"53"
"3703";1;-1,046;-1,049;"53"
"3704";1;-0,211;-1,397;"53"
"3705";1;-0,175;-0,718;"53"
"3706";0;0,413;0,43;"53"
"3707";0;-0,953;-0,8;"53"
"3708";0;0,406;1,62;"53"
"3709";0;-2,373;0,669;"53"
"3710";1;-0,279;-1,173;"53"
"3711";0;-0,712;0,306;"53"
"3712";1;0,788;-2,236;"53"
"3713";0;-0,478;0,391;"53"
"3714";0;0,34;-0,1;"53"
"3715";0;0,084;0,911;"53"
"3716";0;0,208;-0,194;"53"
"3717";0;1,216;1,136;"53"
"3718";0;-1,134;-1,076;"53"
"3719";1;-0,459;-0,252;"53"
"3720";0;-0,813;-1,48;"53"
"3721";1;0,952;0,504;"53"
"3722";0;1,697;-0,075;"53"
"3723";1;0,246;-0,952;"53"
"3724";0;0,576;-0,248;"53"
"3725";0;1,331;0,25;"53"
"3726";0;-0,498;-0,225;"53"
"3727";0;-0,71;1,384;"53"
"3728";0;-0,608;0,766;"53"
